# Pathway	CD11_S3_L008_paired_merged.assembled_Abundance	CD13_S9_L008_paired_merged.assembled_Abundance	CD15_S1_L008_paired_merged.assembled_Abundance	CD18_S19_L008_paired_merged.assembled_Abundance	CD21_S24_L008_paired_merged.assembled_Abundance	CD27_S29_L008_paired_merged.assembled_Abundance	CD34_S34_L008_paired_merged.assembled_Abundance	CD38_S39_L008_paired_merged.assembled_Abundance	CD44_S4_L008_paired_merged.assembled_Abundance	CD49_S10_L008_paired_merged.assembled_Abundance	CD4_S33_L008_paired_merged.assembled_Abundance	CD6_S38_L008_paired_merged.assembled_Abundance	PE04_S35_L008_paired_merged.assembled_Abundance	PE23_S40_L008_paired_merged.assembled_Abundance	PE25_S5_L008_paired_merged.assembled_Abundance	PE32_S11_L008_paired_merged.assembled_Abundance	PE36_S16_L008_paired_merged.assembled_Abundance	PE37_S21_L008_paired_merged.assembled_Abundance	PE48_S26_L008_paired_merged.assembled_Abundance	PE49_S31_L008_paired_merged.assembled_Abundance	PE52_S36_L008_paired_merged.assembled_Abundance	PE54_S41_L008_paired_merged.assembled_Abundance	PE57_S6_L008_paired_merged.assembled_Abundance	PE60_S12_L008_paired_merged.assembled_Abundance	R01_S17_L008_paired_merged.assembled_Abundance	R02_S22_L008_paired_merged.assembled_Abundance	R03_S27_L008_paired_merged.assembled_Abundance	R04_S32_L008_paired_merged.assembled_Abundance	R05_S37_L008_paired_merged.assembled_Abundance	R06_S42_L008_paired_merged.assembled_Abundance	R07_S7_L008_paired_merged.assembled_Abundance	R08_S13_L008_paired_merged.assembled_Abundance
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I	6.98737e-05	0.000129794	6.97095e-05	0.000118557	0.000129777	0.00011503	0.000174581	0.000142932	0.000173123	0.000151985	0.00012883	8.81749e-05	9.49436e-05	0.000131508	9.40092e-05	0.000109625	8.23333e-05	0.000123162	0.000115132	0.000139234	0.000127013	0.000107702	9.03035e-05	0.00010272	0.000140592	0.000145136	0.000177427	0.00014404	0.000106064	0.000120226	9.86487e-05	0.000172993
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Bifidobacterium.s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	1.86068e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Bifidobacterium.s__Bifidobacterium_longum	0	0	0	0	0	0	0	0	5.94731e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|g__Eggerthella.s__Eggerthella_lenta	0	0	0	5.65847e-06	0	7.44655e-06	9.15341e-06	5.88449e-06	0	0	4.67928e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P41-PWY: pyruvate fermentation to acetate and (S)-lactate I|unclassified	6.98737e-05	0.000128454	5.94652e-05	0.000112214	0.000119577	0.000104978	0.00016365	0.000135374	0.000148598	0.000148938	0.000111936	8.80969e-05	9.11113e-05	0.000121954	8.84603e-05	0.000102606	7.67441e-05	0.000120148	0.000102309	0.000139153	0.000127013	0.000107608	9.00873e-05	9.98593e-05	0.000140592	0.000143662	0.000177427	0.00014404	0.000105748	0.000120226	9.73119e-05	0.000172993
P42-PWY: incomplete reductive TCA cycle	0	0	3.47973e-05	3.01376e-05	0	0	0	0	0	0	0	1.53599e-05	0	4.16579e-05	1.71544e-05	2.05135e-05	3.92284e-05	5.59705e-06	0	0	1.57307e-05	0	0	0	0	0	0	0	4.78184e-05	0	0	0
P42-PWY: incomplete reductive TCA cycle|unclassified	0	0	3.30881e-05	0	0	0	0	0	0	0	0	0	0	0	1.58554e-05	0	2.95424e-05	5.53122e-06	0	0	1.49847e-05	0	0	0	0	0	0	0	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation	0	0	0	0	0	0	0	0	0	0	3.67344e-05	2.68596e-05	4.30642e-05	3.22306e-05	2.82422e-05	1.60444e-05	3.23095e-05	1.59031e-05	0	0	0	0	0	0	0	0	0	8.51278e-06	0	0	0	0
P441-PWY: superpathway of N-acetylneuraminate degradation|unclassified	0	0	0	0	0	0	0	0	0	0	0	1.91046e-05	3.67952e-05	0	2.44434e-05	1.37667e-05	1.41623e-05	1.07704e-05	0	0	0	0	0	0	0	0	0	8.51261e-06	0	0	0	0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	0	0	0	0	0	0	0	0	0	0	5.02058e-05	4.51314e-05	7.22915e-06	2.22357e-05	5.22016e-06	5.27906e-06	7.89797e-06	4.81431e-06	0	0	8.21947e-06	0	0	6.86748e-06	8.70246e-05	4.52205e-05	7.47989e-05	3.82635e-05	0	3.00614e-05	5.50804e-05	5.79046e-05
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate|unclassified	0	0	0	0	0	0	0	0	0	0	0	1.34424e-05	7.22007e-06	0	5.21338e-06	5.27667e-06	5.97983e-06	3.89668e-06	0	0	0	0	0	6.86732e-06	8.69906e-05	4.51864e-05	7.47826e-05	3.82635e-05	0	3.00614e-05	4.9904e-05	5.79046e-05
P621-PWY: nylon-6 oligomer degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.36834e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I	0.000101615	0.00011011	8.60871e-05	0.000132183	0.000206135	0.000110374	0.000185236	0.000154716	0.000146491	0.0001748	0.000131548	7.41164e-05	0.000112263	0.00013238	0.000118081	0.000133414	0.000122708	0.000122993	8.33196e-05	0.000144688	0.000122247	0.000127858	9.73329e-05	0.000101731	0.000183722	0.000156964	0.000188168	0.000138262	9.86453e-05	0.000141335	0.000109639	0.000184687
PANTO-PWY: phosphopantothenate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62772e-05	2.65353e-06	0	0	0	0	3.70046e-06	0	0	0	0	0	0	0	1.2728e-05	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.69319e-06	2.65816e-06	9.63467e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	0	3.40815e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2.92376e-06	4.69804e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.94672e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	3.48652e-06	0	1.71584e-05	0	2.07858e-05	0	7.67981e-06	4.57534e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	4.19373e-06	3.60716e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40088e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|g__Vibrio.s__Vibrio_antiquarius	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18377e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTO-PWY: phosphopantothenate biosynthesis I|unclassified	0.000101615	0.000105712	8.60871e-05	0.000131182	0.000203419	0.000110175	0.000184812	0.000154138	0.000140328	0.000173221	0.000113261	7.32503e-05	8.94984e-05	9.62951e-05	8.66628e-05	0.000101816	9.22446e-05	9.48807e-05	7.80094e-05	0.000144509	0.000108625	0.000120384	9.53911e-05	0.000100878	0.000182889	0.000146737	0.000188168	0.000138262	8.06315e-05	0.000136234	9.88461e-05	0.000184687
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)	9.30041e-05	0.000122396	9.48291e-05	0.000143106	0.000167427	0.000130354	0.000194561	0.000167121	0.000155805	0.000168081	0.000147485	9.63266e-05	0.000120602	0.000155866	0.000134089	0.000142068	0.000126578	0.000130761	0.000102561	0.000155413	0.000115936	9.88435e-05	0.000118544	0.000113352	0.000176001	0.000141846	0.000191278	0.000144399	0.000113746	0.00015106	0.000128279	0.00019932
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.01202e-06	0	9.86648e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.77602e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.56804e-05	0	1.98669e-05	0	8.0732e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)|unclassified	9.30041e-05	0.000118361	8.99385e-05	0.000135157	0.000162178	0.000128719	0.000192475	0.000163146	0.000147053	0.00016605	0.000125216	8.83772e-05	9.48261e-05	0.000125627	0.000102903	0.000109159	9.39551e-05	0.000100617	9.60096e-05	0.00015276	0.000109904	9.76143e-05	0.000114689	0.000112666	0.000175457	0.000131099	0.000190331	0.000144399	9.6468e-05	0.000147185	0.000115125	0.00019932
PENTOSE-P-PWY: pentose phosphate pathway	0	5.07663e-06	1.22354e-05	8.04693e-06	8.47169e-06	0	0	2.02694e-05	9.53184e-06	0	3.35811e-05	1.65818e-05	6.01083e-05	4.88907e-05	8.48175e-05	4.00227e-05	5.46465e-05	4.27696e-05	2.56226e-05	5.94857e-06	1.18836e-05	1.49525e-05	2.11405e-05	4.92607e-06	0	0	0	0	2.64219e-05	0	1.72442e-05	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.65998e-05	0	2.42365e-05	5.81538e-06	8.11631e-06	5.26257e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77643e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PENTOSE-P-PWY: pentose phosphate pathway|unclassified	0	5.07641e-06	0	6.37604e-06	0	0	0	0	3.60708e-06	0	1.73004e-05	1.12193e-05	1.87961e-05	0	2.83524e-05	8.25121e-06	2.35356e-05	2.07247e-05	1.83929e-05	5.43686e-06	1.17425e-05	1.49525e-05	9.52407e-06	0	0	0	0	0	0	0	1.71898e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	0.000167474	0.000201398	0.000136799	0.000201565	0.000231012	0.000211653	0.000289875	0.000237828	0.00022283	0.000189552	0.000188912	0.000182141	0.000167882	0.000218378	0.000181027	0.000211261	0.00017586	0.00018473	0.000141013	0.000207388	0.000167163	0.00017154	0.000192669	0.00021625	0.000225276	0.000250375	0.000243319	0.000195685	0.000162526	0.000227935	0.000190264	0.000250924
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	7.16091e-06	0	0	0	0	2.87465e-06	1.58509e-05	0	0	0	0	0	0	0	0	6.16646e-06	0	0	0	0	1.23701e-05	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Alistipes.s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.08239e-06	2.93365e-06	6.36891e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.81719e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Butyricimonas.s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.04581e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta	0	5.58244e-06	0	6.6268e-06	1.14017e-05	0	0	7.62469e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	0	0	0	0	0	0	0	0	1.43803e-05	0	2.28874e-05	4.88787e-06	7.83331e-06	3.31033e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16404e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|unclassified	0.000165867	0.000193097	0.000129741	0.000190651	0.000212399	0.000196111	0.000281719	0.000226661	0.000211531	0.000186452	0.000171064	0.000175767	0.00014017	0.000193778	0.000142484	0.00017034	0.000128689	0.00017037	0.000129472	0.000201055	0.000162005	0.000169248	0.000186065	0.00021227	0.000223628	0.000230721	0.00024118	0.000195319	0.000152179	0.000224899	0.000171271	0.000250924
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	0	9.36569e-06	1.7789e-05	1.88409e-05	2.65309e-05	2.29267e-05	0	2.18781e-05	1.15657e-05	1.65962e-05	4.43844e-05	3.90759e-05	4.94548e-05	0.000105338	1.89556e-05	1.40785e-05	1.59716e-05	3.05387e-05	1.86991e-05	1.50546e-05	3.0206e-05	0	1.71267e-05	2.77824e-05	1.78621e-05	2.97209e-05	9.65226e-06	8.48559e-06	5.68088e-05	1.12463e-05	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45723e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)|unclassified	0	9.35053e-06	1.77795e-05	0	0	0	0	0	0	1.65923e-05	1.40899e-05	1.41655e-05	2.66492e-05	1.95234e-05	5.26067e-06	6.50534e-06	1.11387e-05	2.99781e-05	0	1.49738e-05	8.72363e-06	0	8.43796e-06	1.19455e-05	0	0	0	8.48559e-06	0	1.12253e-05	0	0
PHOTOALL-PWY: oxygenic photosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15824e-06	0	0	0	0
PHOTOALL-PWY: oxygenic photosynthesis|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15824e-06	0	0	0	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	0	0	0	0	5.62327e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II|unclassified	0	0	0	0	5.6211e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	1.05765e-05	6.6311e-05	6.93666e-05	5.33801e-05	5.84148e-05	3.96875e-05	2.79464e-05	6.73975e-05	6.32808e-05	4.9422e-05	4.60075e-05	4.81149e-05	3.77153e-05	4.87737e-05	4.17601e-05	2.70584e-05	1.96087e-05	2.31714e-05	2.6212e-05	6.82384e-05	4.89482e-05	2.29963e-05	3.88397e-05	3.30299e-05	5.57416e-05	5.02146e-05	7.10241e-05	3.88413e-05	2.45094e-05	2.62731e-05	0	7.2769e-05
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I|unclassified	1.05712e-05	6.55386e-05	6.93666e-05	5.33801e-05	5.81819e-05	3.96875e-05	2.79464e-05	6.73975e-05	6.31648e-05	4.92984e-05	3.71237e-05	4.80664e-05	2.70489e-05	4.01063e-05	3.49157e-05	2.19038e-05	1.7234e-05	1.27928e-05	2.6212e-05	6.82384e-05	2.57667e-05	2.2992e-05	3.87935e-05	3.29863e-05	4.25091e-05	4.55521e-05	7.10241e-05	3.88413e-05	2.4415e-05	2.61072e-05	0	7.2769e-05
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	1.42154e-05	1.18886e-05	0	1.13249e-05	7.74818e-06	1.35327e-05	0	1.07732e-05	0	1.227e-05	5.50693e-06	1.19267e-05	2.0816e-05	1.70913e-05	3.06307e-05	1.56858e-05	1.98201e-05	1.34757e-05	6.89425e-06	1.92227e-05	1.8354e-05	0	1.46606e-05	1.06917e-05	0	0	0	0	0	4.90797e-06	1.72001e-05	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.75912e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)|unclassified	0	7.45568e-06	0	9.42211e-06	6.22208e-06	1.34154e-05	0	1.07537e-05	0	9.98322e-06	5.48009e-06	0	0	1.06434e-05	0	1.31161e-05	6.27016e-06	0	6.89207e-06	1.9217e-05	1.82158e-05	0	1.4073e-05	1.06431e-05	0	0	0	0	0	4.90748e-06	1.59051e-05	0
PPGPPMET-PWY: ppGpp metabolism	0	8.23013e-06	0	0	0	0	0	0	0	3.99023e-06	6.4731e-06	8.53375e-06	0	5.89338e-05	0	0	0	0	0	0	1.81937e-05	0	0	0	7.38417e-06	0	0	0	0	0	0	8.28733e-06
PPGPPMET-PWY: ppGpp metabolism|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	1.78526e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp metabolism|g__Klebsiella.s__Klebsiella_quasipneumoniae	0	0	0	0	0	0	0	0	0	0	4.71764e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp metabolism|g__Salmonella.s__Salmonella_enterica	0	0	0	0	0	0	0	0	0	0	7.68904e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp metabolism|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2215e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPGPPMET-PWY: ppGpp metabolism|unclassified	0	8.22642e-06	0	0	0	0	0	0	0	3.98985e-06	2.16199e-06	0	0	0	0	0	0	0	0	0	4.76095e-06	0	0	0	7.38417e-06	0	0	0	0	0	0	8.28733e-06
PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)	0	0	1.58576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	0	0	0	0	0	0	0	0	0	0	3.04899e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-101: photosynthesis light reactions	2.63157e-05	1.38042e-05	0	8.83629e-06	8.22469e-06	1.39397e-05	1.3129e-05	6.83218e-06	0	8.39978e-06	5.04388e-06	1.22074e-05	0	8.85224e-06	0	1.06154e-05	2.50675e-07	5.4617e-06	1.58953e-05	1.1489e-05	1.07327e-05	6.98972e-06	1.60173e-05	1.31453e-05	1.56575e-05	1.05401e-05	3.16576e-07	1.19722e-05	4.33883e-06	1.02117e-05	5.18188e-05	1.15604e-05
PWY-101: photosynthesis light reactions|unclassified	2.63157e-05	1.38042e-05	0	8.83629e-06	8.22469e-06	1.39397e-05	1.3129e-05	6.83218e-06	0	8.39978e-06	5.04388e-06	1.22074e-05	0	8.81718e-06	0	1.05945e-05	2.50633e-07	5.4617e-06	1.58953e-05	1.1489e-05	1.07327e-05	6.98972e-06	1.60173e-05	1.3127e-05	1.56575e-05	1.05401e-05	3.16576e-07	1.19722e-05	4.33883e-06	1.02117e-05	5.16404e-05	1.15604e-05
PWY-1042: glycolysis IV	0.00030582	0.00027159	0.000215159	0.000293768	0.000283255	0.000302804	0.000320156	0.000322222	0.0003212	0.000299691	0.000283533	0.000359358	0.000178029	0.00024652	0.00021555	0.000257539	0.000212218	0.000227962	0.000247967	0.000347769	0.000276903	0.000260803	0.000262507	0.000317296	0.000323872	0.000315014	0.000380392	0.000329029	0.0003014	0.000265033	0.000268961	0.000365838
PWY-1042: glycolysis IV|g__Alistipes.s__Alistipes_shahii	0	0	0	3.90969e-06	0	0	0	0	0	0	0	0	4.22129e-06	0	6.22558e-06	9.96311e-06	0	0	0	0	0	0	0	0	0	6.92929e-06	0	0	0	0	0	0
PWY-1042: glycolysis IV|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	1.58699e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1042: glycolysis IV|unclassified	0.000301675	0.000269444	0.000213579	0.000282914	0.000277237	0.000300844	0.000318211	0.000319592	0.000302755	0.0002739	0.000231728	0.000297338	0.000155455	0.000235993	0.000186483	0.000226953	0.000184801	0.000217574	0.000246615	0.000338541	0.000270727	0.000260326	0.000260223	0.000310078	0.00032345	0.000302115	0.000379735	0.000329029	0.000284668	0.000264175	0.0002606	0.000365838
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis	6.52241e-06	4.61754e-06	0	9.95522e-06	0	0	0	0	0	7.54013e-06	7.45819e-06	1.51578e-05	8.04232e-05	3.94911e-05	4.2376e-05	3.15381e-05	6.96702e-05	3.27891e-05	4.08704e-06	1.68916e-05	2.44885e-05	1.11593e-05	7.61534e-06	0	5.81081e-06	1.15289e-05	0	0	1.59916e-05	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Alistipes.s__Alistipes_shahii	0	0	0	5.09426e-06	0	0	0	0	0	0	0	0	0	0	3.89292e-06	1.0802e-05	0	0	0	0	0	0	0	0	0	0	0	0	9.5715e-06	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20202e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	2.33443e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	4.71415e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Shewanella.s__Shewanella_algae	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66007e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|g__Vibrio.s__Vibrio_alginolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76121e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis|unclassified	5.05345e-06	0	0	0	0	0	0	0	0	7.54013e-06	7.30977e-06	7.69357e-06	2.26195e-05	9.09649e-06	2.35655e-05	1.44421e-05	6.57076e-05	2.69573e-05	0	1.16172e-05	0	1.10943e-05	7.61534e-06	0	5.74244e-06	0	0	0	0	0	0	0
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)	0	0	0	0	0	0	0	0	0	0	1.33127e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82192e-06	1.67525e-05
PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)|unclassified	0	0	0	0	0	0	0	0	0	0	1.3235e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.81023e-06	1.67525e-05
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	2.30511e-05	0	1.09511e-05	1.95763e-05	0	2.57661e-05	1.02567e-05	0	1.85272e-05	6.58736e-06	3.24384e-05	2.64368e-05	1.36678e-05	1.35245e-05	1.29686e-05	3.47131e-05	2.7031e-05	1.98456e-05	7.63813e-06	1.14661e-05	2.87048e-05	1.42101e-05	1.89875e-05	3.66184e-05	1.73295e-05	1.43221e-05	1.20948e-05	3.7462e-06	1.66016e-05	0	2.4461e-05	7.27635e-06
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type|unclassified	1.96925e-05	0	1.09511e-05	1.44169e-05	0	2.32187e-05	1.0148e-05	0	1.84774e-05	6.33663e-06	1.36905e-05	2.11684e-05	5.76537e-06	7.57166e-06	1.2751e-05	3.05867e-05	1.94517e-05	1.45358e-05	7.6378e-06	1.11951e-05	1.72714e-05	1.42101e-05	1.1939e-05	2.52652e-05	1.5978e-05	1.4307e-05	1.08957e-05	3.7462e-06	1.65966e-05	0	2.40476e-05	7.27635e-06
PWY-2941: L-lysine biosynthesis II	0.000108523	0.000117125	0	6.47139e-05	6.71835e-05	6.30684e-05	9.24809e-05	0.000139151	6.0124e-05	0.000131973	0.000110974	0.000112471	2.91428e-05	0.0001104	4.85076e-05	0.000131616	6.74907e-05	3.98825e-05	4.50775e-05	0.000139863	0.000111647	6.22952e-05	7.49777e-05	9.79403e-05	8.53866e-05	0	0.000144342	0.000141603	9.27077e-05	6.51516e-05	0.00011208	0.000165211
