Type,Class,Gene,Location,Mean,SD
MGE,Phage,Phage-cro,Cabo Douglas,1.79E-05,3.28E-05
MGE,Phage,Phage-cro,Punta Espinoza,9.63E-06,2.28E-05
MGE,Phage,Phage-cro,Rabida,0,0
MGE,Phage,Phage-CRO,Cabo Douglas,3.49E-06,1.21E-05
MGE,Phage,Phage-CRO,Punta Espinoza,5.52E-06,1.91E-05
MGE,Phage,Phage-CRO,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-croE,Cabo Douglas,0,0
MGE,Phage,Phage-croE,Punta Espinoza,4.53E-06,1.57E-05
MGE,Phage,Phage-croE,Rabida,0,0
MGE,Phage,Phage-cwlA,Cabo Douglas,3.91E-05,3.64E-05
MGE,Phage,Phage-cwlA,Punta Espinoza,5.36E-05,1.96E-05
MGE,Phage,Phage-cwlA,Rabida,3.93E-05,3.28E-05
MGE,Phage,Phage-cwlC_1,Cabo Douglas,4.20E-05,3.18E-05
MGE,Phage,Phage-cwlC_1,Punta Espinoza,4.23E-05,2.71E-05
MGE,Phage,Phage-cwlC_1,Rabida,3.17E-05,3.42E-05
MGE,Phage,Phage-cwlH,Cabo Douglas,1.14E-05,2.66E-05
MGE,Phage,Phage-cwlH,Punta Espinoza,1.08E-05,2.56E-05
MGE,Phage,Phage-cwlH,Rabida,7.65E-06,2.16E-05
MGE,Phage,Phage-D,Cabo Douglas,5.63E-05,2.90E-05
MGE,Phage,Phage-D,Punta Espinoza,3.86E-05,2.97E-05
MGE,Phage,Phage-D,Rabida,1.48E-05,2.75E-05
MGE,Phage,Phage-D_3,Cabo Douglas,0,0
MGE,Phage,Phage-D_3,Punta Espinoza,0,0
MGE,Phage,Phage-D_3,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-D17,Cabo Douglas,4.06E-06,1.41E-05
MGE,Phage,Phage-D17,Punta Espinoza,0,0
MGE,Phage,Phage-D17,Rabida,0,0
MGE,Phage,Phage-Delta,Cabo Douglas,0,0
MGE,Phage,Phage-Delta,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-Delta,Rabida,0,0
MGE,Phage,Phage-denA,Cabo Douglas,0,0
MGE,Phage,Phage-denA,Punta Espinoza,3.70E-06,1.28E-05
MGE,Phage,Phage-denA,Rabida,8.51E-06,2.41E-05
MGE,Phage,Phage-denV,Cabo Douglas,6.91E-06,2.39E-05
MGE,Phage,Phage-denV,Punta Espinoza,0,0
MGE,Phage,Phage-denV,Rabida,8.51E-06,2.41E-05
MGE,Phage,Phage-dexA,Cabo Douglas,0,0
MGE,Phage,Phage-dexA,Punta Espinoza,3.70E-06,1.28E-05
MGE,Phage,Phage-dexA,Rabida,0,0
MGE,Phage,Phage-dnaE_1,Cabo Douglas,5.66E-05,2.91E-05
MGE,Phage,Phage-dnaE_1,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-dnaE_1,Rabida,2.48E-05,3.43E-05
MGE,Phage,Phage-dnaG,Cabo Douglas,4.62E-05,2.98E-05
MGE,Phage,Phage-dnaG,Punta Espinoza,4.18E-05,2.64E-05
MGE,Phage,Phage-dnaG,Rabida,7.65E-06,2.16E-05
MGE,Phage,Phage-dnaK,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-dnaK,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-dnaK,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-dsbA,Cabo Douglas,5.73E-06,1.99E-05
MGE,Phage,Phage-dsbA,Punta Espinoza,0,0
MGE,Phage,Phage-dsbA,Rabida,0,0
MGE,Phage,Phage-E,Cabo Douglas,2.29E-05,3.42E-05
MGE,Phage,Phage-E,Punta Espinoza,4.49E-05,2.84E-05
MGE,Phage,Phage-E,Rabida,7.86E-06,2.22E-05
MGE,Phage,Phage-e15,Cabo Douglas,1.06E-05,2.47E-05
MGE,Phage,Phage-e15,Punta Espinoza,3.70E-06,1.28E-05
MGE,Phage,Phage-e15,Rabida,0,0
MGE,Phage,Phage-ea10,Cabo Douglas,0,0
MGE,Phage,Phage-ea10,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-ea10,Rabida,0,0
MGE,Phage,Phage-ea22,Cabo Douglas,8.97E-06,2.16E-05
MGE,Phage,Phage-ea22,Punta Espinoza,9.63E-06,2.28E-05
MGE,Phage,Phage-ea22,Rabida,0,0
MGE,Phage,Phage-ea59,Cabo Douglas,0,0
MGE,Phage,Phage-ea59,Punta Espinoza,4.95E-06,1.72E-05
MGE,Phage,Phage-ea59,Rabida,7.86E-06,2.22E-05
MGE,Phage,Phage-ejh,Cabo Douglas,4.42E-05,3.45E-05
MGE,Phage,Phage-ejh,Punta Espinoza,5.32E-05,1.93E-05
MGE,Phage,Phage-ejh,Rabida,7.56E-06,2.14E-05
MGE,Phage,Phage-erf,Cabo Douglas,5.50E-05,2.94E-05
MGE,Phage,Phage-erf,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-erf,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-erF,Cabo Douglas,8.97E-06,2.16E-05
MGE,Phage,Phage-erF,Punta Espinoza,9.12E-06,2.13E-05
MGE,Phage,Phage-erF,Rabida,0,0
MGE,Phage,Phage-essD_2,Cabo Douglas,0,0
MGE,Phage,Phage-essD_2,Punta Espinoza,0,0
MGE,Phage,Phage-essD_2,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-exo,Cabo Douglas,2.23E-05,3.30E-05
MGE,Phage,Phage-exo,Punta Espinoza,1.02E-05,2.39E-05
MGE,Phage,Phage-exo,Rabida,1.54E-05,2.88E-05
MGE,Phage,Phage-exoD,Cabo Douglas,9.79E-06,2.33E-05
MGE,Phage,Phage-exoD,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-exoD,Rabida,0,0
MGE,Phage,Phage-F,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-F,Punta Espinoza,4.69E-05,2.33E-05
MGE,Phage,Phage-F,Rabida,3.89E-05,3.26E-05
MGE,Phage,Phage-fhuE,Cabo Douglas,2.29E-05,3.42E-05
MGE,Phage,Phage-fhuE,Punta Espinoza,3.41E-05,3.13E-05
MGE,Phage,Phage-fhuE,Rabida,7.86E-06,2.22E-05
MGE,Phage,Phage-fI,Cabo Douglas,4.41E-05,3.53E-05
MGE,Phage,Phage-fI,Punta Espinoza,2.84E-05,3.04E-05
MGE,Phage,Phage-fI,Rabida,0,0
MGE,Phage,Phage-Fi,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-Fi,Punta Espinoza,0,0
MGE,Phage,Phage-Fi,Rabida,0,0
MGE,Phage,Phage-FII,Cabo Douglas,2.03E-05,3.72E-05
MGE,Phage,Phage-FII,Punta Espinoza,3.74E-05,2.90E-05
MGE,Phage,Phage-FII,Rabida,1.48E-05,2.74E-05
MGE,Phage,Phage-ftsH,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-ftsH,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-ftsH,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-fxsA,Cabo Douglas,1.75E-05,3.20E-05
MGE,Phage,Phage-fxsA,Punta Espinoza,2.19E-05,2.77E-05
MGE,Phage,Phage-fxsA,Rabida,1.81E-05,3.36E-05
MGE,Phage,Phage-G,Cabo Douglas,4.83E-05,3.20E-05
MGE,Phage,Phage-G,Punta Espinoza,4.44E-05,2.81E-05
MGE,Phage,Phage-G,Rabida,2.93E-05,3.14E-05
MGE,Phage,Phage-G_1,Cabo Douglas,1.24E-05,2.92E-05
MGE,Phage,Phage-G_1,Punta Espinoza,4.53E-06,1.57E-05
MGE,Phage,Phage-G_1,Rabida,0,0
MGE,Phage,Phage-g02,Cabo Douglas,2.24E-05,3.38E-05
MGE,Phage,Phage-g02,Punta Espinoza,1.73E-05,2.63E-05
MGE,Phage,Phage-g02,Rabida,8.51E-06,2.41E-05
MGE,Phage,Phage-g34,Cabo Douglas,0,0
MGE,Phage,Phage-g34,Punta Espinoza,8.23E-06,1.93E-05
MGE,Phage,Phage-g34,Rabida,0,0
MGE,Phage,Phage-gam,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-gam,Punta Espinoza,7.66E-06,1.79E-05
MGE,Phage,Phage-gam,Rabida,0,0
MGE,Phage,Phage-gamW,Cabo Douglas,1.15E-05,2.68E-05
MGE,Phage,Phage-gamW,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-gamW,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-gemA,Cabo Douglas,0,0
MGE,Phage,Phage-gemA,Punta Espinoza,5.52E-06,1.91E-05
MGE,Phage,Phage-gemA,Rabida,0,0
MGE,Phage,Phage-gene,Cabo Douglas,1.99E-05,3.67E-05
MGE,Phage,Phage-gene,Punta Espinoza,2.53E-05,3.18E-05
MGE,Phage,Phage-gene,Rabida,7.86E-06,2.22E-05
MGE,Phage,Phage-gI,Cabo Douglas,0,0
MGE,Phage,Phage-gI,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-gI,Rabida,0,0
MGE,Phage,Phage-gp15,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-gp15,Punta Espinoza,3.51E-05,3.20E-05
MGE,Phage,Phage-gp15,Rabida,0,0
MGE,Phage,Phage-gp28,Cabo Douglas,2.19E-05,3.32E-05
MGE,Phage,Phage-gp28,Punta Espinoza,4.87E-05,2.39E-05
MGE,Phage,Phage-gp28,Rabida,4.83E-05,3.06E-05
MGE,Phage,Phage-gp34,Cabo Douglas,2.52E-05,3.18E-05
MGE,Phage,Phage-gp34,Punta Espinoza,3.00E-05,3.23E-05
MGE,Phage,Phage-gp34,Rabida,1.45E-05,2.69E-05
MGE,Phage,Phage-gp42,Cabo Douglas,5.10E-06,1.77E-05
MGE,Phage,Phage-gp42,Punta Espinoza,2.93E-05,3.18E-05
MGE,Phage,Phage-gp42,Rabida,0,0
MGE,Phage,Phage-gp43,Cabo Douglas,4.29E-06,1.49E-05
MGE,Phage,Phage-gp43,Punta Espinoza,1.29E-05,2.39E-05
MGE,Phage,Phage-gp43,Rabida,8.51E-06,2.41E-05
MGE,Phage,Phage-gp44,Cabo Douglas,5.98E-05,2.37E-05
MGE,Phage,Phage-gp44,Punta Espinoza,5.32E-05,1.93E-05
MGE,Phage,Phage-gp44,Rabida,5.41E-05,2.24E-05
MGE,Phage,Phage-gp47,Cabo Douglas,1.33E-05,2.45E-05
MGE,Phage,Phage-gp47,Punta Espinoza,8.08E-06,1.90E-05
MGE,Phage,Phage-gp47,Rabida,0,0
MGE,Phage,Phage-gp48,Cabo Douglas,1.95E-05,2.94E-05
MGE,Phage,Phage-gp48,Punta Espinoza,3.46E-05,3.17E-05
MGE,Phage,Phage-gp48,Rabida,2.22E-05,3.07E-05
MGE,Phage,Phage-gp53,Cabo Douglas,0,0
MGE,Phage,Phage-gp53,Punta Espinoza,0,0
MGE,Phage,Phage-gp53,Rabida,7.65E-06,2.16E-05
MGE,Phage,Phage-gp54,Cabo Douglas,0,0
MGE,Phage,Phage-gp54,Punta Espinoza,0,0
MGE,Phage,Phage-gp54,Rabida,1.55E-05,2.89E-05
MGE,Phage,Phage-gp59,Cabo Douglas,2.27E-05,3.50E-05
MGE,Phage,Phage-gp59,Punta Espinoza,1.80E-05,2.71E-05
MGE,Phage,Phage-gp59,Rabida,2.52E-05,3.53E-05
MGE,Phage,Phage-gp60,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-gp60,Punta Espinoza,1.38E-05,2.54E-05
MGE,Phage,Phage-gp60,Rabida,0,0
MGE,Phage,Phage-gp9,Cabo Douglas,0,0
MGE,Phage,Phage-gp9,Punta Espinoza,5.29E-06,1.83E-05
MGE,Phage,Phage-gp9,Rabida,0,0
MGE,Phage,Phage-gpF1,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-gpF1,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-gpF1,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-gpF2,Cabo Douglas,0,0
MGE,Phage,Phage-gpF2,Punta Espinoza,3.02E-05,3.22E-05
MGE,Phage,Phage-gpF2,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-gpFI,Cabo Douglas,6.91E-06,2.39E-05
MGE,Phage,Phage-gpFI,Punta Espinoza,0,0
MGE,Phage,Phage-gpFI,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-gpG,Cabo Douglas,0,0
MGE,Phage,Phage-gpG,Punta Espinoza,3.55E-06,1.23E-05
MGE,Phage,Phage-gpG,Rabida,0,0
MGE,Phage,Phage-gpG_1,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-gpG_1,Punta Espinoza,0,0
MGE,Phage,Phage-gpG_1,Rabida,0,0
MGE,Phage,Phage-gpJ,Cabo Douglas,0,0
MGE,Phage,Phage-gpJ,Punta Espinoza,4.95E-06,1.72E-05
MGE,Phage,Phage-gpJ,Rabida,0,0
MGE,Phage,Phage-gpP',Cabo Douglas,0,0
MGE,Phage,Phage-gpP',Punta Espinoza,1.54E-05,2.88E-05
MGE,Phage,Phage-gpP',Rabida,0,0
MGE,Phage,Phage-gpS,Cabo Douglas,2.89E-05,3.77E-05
MGE,Phage,Phage-gpS,Punta Espinoza,1.01E-05,2.37E-05
MGE,Phage,Phage-gpS,Rabida,0,0
MGE,Phage,Phage-gpT,Cabo Douglas,1.78E-05,3.25E-05
MGE,Phage,Phage-gpT,Punta Espinoza,2.15E-05,3.23E-05
MGE,Phage,Phage-gpT,Rabida,7.86E-06,2.22E-05
MGE,Phage,Phage-gpT1,Cabo Douglas,0,0
MGE,Phage,Phage-gpT1,Punta Espinoza,4.11E-06,1.42E-05
MGE,Phage,Phage-gpT1,Rabida,0,0
MGE,Phage,Phage-gpU,Cabo Douglas,2.54E-05,3.83E-05
MGE,Phage,Phage-gpU,Punta Espinoza,3.37E-05,3.08E-05
MGE,Phage,Phage-gpU,Rabida,0,0
MGE,Phage,Phage-gpU_1,Cabo Douglas,0,0
MGE,Phage,Phage-gpU_1,Punta Espinoza,5.56E-06,1.93E-05
MGE,Phage,Phage-gpU_1,Rabida,0,0
MGE,Phage,Phage-groEL,Cabo Douglas,4.72E-05,3.13E-05
MGE,Phage,Phage-groEL,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-groEL,Rabida,4.16E-05,3.49E-05
MGE,Phage,Phage-groL,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-groL,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-groL,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-groS,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-groS,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-groS,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-H,Cabo Douglas,6.03E-05,2.38E-05
MGE,Phage,Phage-H,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-H,Rabida,4.56E-05,2.85E-05
MGE,Phage,Phage-hflB,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-hflB,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-hflB,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-hflC,Cabo Douglas,3.31E-05,3.71E-05
MGE,Phage,Phage-hflC,Punta Espinoza,4.79E-05,2.43E-05
MGE,Phage,Phage-hflC,Rabida,2.44E-05,3.41E-05
MGE,Phage,Phage-hflD,Cabo Douglas,2.03E-05,3.72E-05
MGE,Phage,Phage-hflD,Punta Espinoza,3.92E-05,3.02E-05
MGE,Phage,Phage-hflD,Rabida,1.64E-05,3.03E-05
MGE,Phage,Phage-hflK,Cabo Douglas,3.76E-05,3.43E-05
MGE,Phage,Phage-hflK,Punta Espinoza,4.34E-05,2.78E-05
MGE,Phage,Phage-hflK,Rabida,3.27E-05,3.55E-05
MGE,Phage,Phage-hfq,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-hfq,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-hfq,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-higA_3,Cabo Douglas,5.10E-06,1.77E-05
MGE,Phage,Phage-higA_3,Punta Espinoza,4.95E-06,1.72E-05
MGE,Phage,Phage-higA_3,Rabida,0,0
MGE,Phage,Phage-hoc,Cabo Douglas,6.91E-06,2.39E-05
MGE,Phage,Phage-hoc,Punta Espinoza,3.70E-06,1.28E-05
MGE,Phage,Phage-hoc,Rabida,0,0
MGE,Phage,Phage-hol,Cabo Douglas,1.10E-05,2.59E-05
MGE,Phage,Phage-hol,Punta Espinoza,0,0
MGE,Phage,Phage-hol,Rabida,1.64E-05,3.03E-05
MGE,Phage,Phage-hup,Cabo Douglas,5.98E-05,2.37E-05
MGE,Phage,Phage-hup,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-hup,Rabida,5.62E-05,2.38E-05
MGE,Phage,Phage-hupA,Cabo Douglas,0,0
MGE,Phage,Phage-hupA,Punta Espinoza,9.26E-06,2.21E-05
MGE,Phage,Phage-hupA,Rabida,8.63E-06,2.44E-05
MGE,Phage,Phage-hupB,Cabo Douglas,8.97E-06,2.16E-05
MGE,Phage,Phage-hupB,Punta Espinoza,2.87E-05,3.14E-05
MGE,Phage,Phage-hupB,Rabida,7.65E-06,2.16E-05
MGE,Phage,Phage-I,Cabo Douglas,1.24E-05,2.92E-05
MGE,Phage,Phage-I,Punta Espinoza,4.97E-05,2.48E-05
MGE,Phage,Phage-I,Rabida,6.92E-06,1.96E-05
MGE,Phage,Phage-ihfA,Cabo Douglas,2.63E-05,3.93E-05
MGE,Phage,Phage-ihfA,Punta Espinoza,2.48E-05,3.10E-05
MGE,Phage,Phage-ihfA,Rabida,1.64E-05,3.03E-05
MGE,Phage,Phage-ihfB,Cabo Douglas,1.75E-05,3.20E-05
MGE,Phage,Phage-ihfB,Punta Espinoza,3.34E-05,3.05E-05
MGE,Phage,Phage-ihfB,Rabida,9.60E-06,2.72E-05
MGE,Phage,Phage-II,Cabo Douglas,0,0
MGE,Phage,Phage-II,Punta Espinoza,8.50E-06,2.02E-05
MGE,Phage,Phage-II,Rabida,0,0
MGE,Phage,Phage-imm,Cabo Douglas,4.29E-06,1.49E-05
MGE,Phage,Phage-imm,Punta Espinoza,0,0
MGE,Phage,Phage-imm,Rabida,0,0
MGE,Phage,Phage-immA,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-immA,Punta Espinoza,1.38E-05,2.54E-05
MGE,Phage,Phage-immA,Rabida,0,0
MGE,Phage,Phage-immR,Cabo Douglas,3.49E-06,1.21E-05
MGE,Phage,Phage-immR,Punta Espinoza,3.55E-06,1.23E-05
MGE,Phage,Phage-immR,Rabida,0,0
MGE,Phage,Phage-immR_2,Cabo Douglas,5.94E-06,2.06E-05
MGE,Phage,Phage-immR_2,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-immR_2,Rabida,1.62E-05,3.00E-05
MGE,Phage,Phage-immR_3,Cabo Douglas,5.49E-06,1.90E-05
MGE,Phage,Phage-immR_3,Punta Espinoza,1.18E-05,2.16E-05
MGE,Phage,Phage-immR_3,Rabida,1.55E-05,2.87E-05
MGE,Phage,Phage-inh,Cabo Douglas,1.26E-05,2.97E-05
MGE,Phage,Phage-inh,Punta Espinoza,0,0
MGE,Phage,Phage-inh,Rabida,0,0
MGE,Phage,Phage-J,Cabo Douglas,5.12E-05,3.36E-05
MGE,Phage,Phage-J,Punta Espinoza,5.38E-05,1.96E-05
MGE,Phage,Phage-J,Rabida,3.95E-05,3.30E-05
MGE,Phage,Phage-J_2,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-J_2,Punta Espinoza,1.01E-05,2.37E-05
MGE,Phage,Phage-J_2,Rabida,0,0
MGE,Phage,Phage-K,Cabo Douglas,3.33E-05,3.56E-05
MGE,Phage,Phage-K,Punta Espinoza,4.28E-05,2.74E-05
MGE,Phage,Phage-K,Rabida,3.37E-05,3.64E-05
MGE,Phage,Phage-kil,Cabo Douglas,0,0
MGE,Phage,Phage-kil,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-kil,Rabida,0,0
MGE,Phage,Phage-kilA,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-kilA,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-kilA,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-L,Cabo Douglas,3.22E-05,4.04E-05
MGE,Phage,Phage-L,Punta Espinoza,4.04E-05,3.09E-05
MGE,Phage,Phage-L,Rabida,1.48E-05,2.74E-05
MGE,Phage,Phage-L1,Cabo Douglas,7.89E-06,2.73E-05
MGE,Phage,Phage-L1,Punta Espinoza,0,0
MGE,Phage,Phage-L1,Rabida,0,0
MGE,Phage,Phage-lamB,Cabo Douglas,5.03E-05,3.31E-05
MGE,Phage,Phage-lamB,Punta Espinoza,4.79E-05,2.43E-05
MGE,Phage,Phage-lamB,Rabida,3.08E-05,3.32E-05
MGE,Phage,Phage-lexA,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-lexA,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-lexA,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-lexA_1,Cabo Douglas,3.53E-05,3.29E-05
MGE,Phage,Phage-lexA_1,Punta Espinoza,1.79E-05,2.69E-05
MGE,Phage,Phage-lexA_1,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-lexA_2,Cabo Douglas,3.48E-05,3.23E-05
MGE,Phage,Phage-lexA_2,Punta Espinoza,4.34E-05,2.72E-05
MGE,Phage,Phage-lexA_2,Rabida,3.96E-05,3.30E-05
MGE,Phage,Phage-lexA_3,Cabo Douglas,1.61E-05,3.00E-05
MGE,Phage,Phage-lexA_3,Punta Espinoza,1.24E-05,2.25E-05
MGE,Phage,Phage-lexA_3,Rabida,0,0
MGE,Phage,Phage-lexA_4,Cabo Douglas,3.49E-06,1.21E-05
MGE,Phage,Phage-lexA_4,Punta Espinoza,2.49E-05,3.10E-05
MGE,Phage,Phage-lexA_4,Rabida,1.61E-05,2.98E-05
MGE,Phage,Phage-LMHG_01073,Cabo Douglas,1.00E-05,2.39E-05
MGE,Phage,Phage-LMHG_01073,Punta Espinoza,1.54E-05,2.85E-05
MGE,Phage,Phage-LMHG_01073,Rabida,1.39E-05,2.57E-05
MGE,Phage,Phage-ltf,Cabo Douglas,0,0
MGE,Phage,Phage-ltf,Punta Espinoza,8.29E-06,1.95E-05
MGE,Phage,Phage-ltf,Rabida,0,0
MGE,Phage,Phage-lycV,Cabo Douglas,1.03E-05,2.44E-05
MGE,Phage,Phage-lycV,Punta Espinoza,2.64E-05,2.83E-05
MGE,Phage,Phage-lycV,Rabida,0,0
MGE,Phage,Phage-lys,Cabo Douglas,2.39E-05,3.03E-05
MGE,Phage,Phage-lys,Punta Espinoza,4.35E-05,2.79E-05
MGE,Phage,Phage-lys,Rabida,6.98E-06,1.97E-05
MGE,Phage,Phage-lysA,Cabo Douglas,6.91E-06,2.39E-05
MGE,Phage,Phage-lysA,Punta Espinoza,6.28E-06,2.17E-05
MGE,Phage,Phage-lysA,Rabida,0,0
MGE,Phage,Phage-lysB,Cabo Douglas,6.91E-06,2.39E-05
MGE,Phage,Phage-lysB,Punta Espinoza,1.18E-05,2.77E-05
MGE,Phage,Phage-lysB,Rabida,7.86E-06,2.22E-05
MGE,Phage,Phage-lysC,Cabo Douglas,8.93E-06,2.14E-05
MGE,Phage,Phage-lysC,Punta Espinoza,5.56E-06,1.93E-05
MGE,Phage,Phage-lysC,Rabida,0,0
MGE,Phage,Phage-M,Cabo Douglas,2.19E-05,3.31E-05
MGE,Phage,Phage-M,Punta Espinoza,2.89E-05,3.10E-05
MGE,Phage,Phage-M,Rabida,8.51E-06,2.41E-05
MGE,Phage,Phage-M_2,Cabo Douglas,5.48E-06,1.90E-05
MGE,Phage,Phage-M_2,Punta Espinoza,5.56E-06,1.93E-05
MGE,Phage,Phage-M_2,Rabida,0,0
MGE,Phage,Phage-mcp,Cabo Douglas,0,0
MGE,Phage,Phage-mcp,Punta Espinoza,4.53E-06,1.57E-05
MGE,Phage,Phage-mcp,Rabida,0,0
MGE,Phage,Phage-mnt,Cabo Douglas,9.47E-06,2.30E-05
MGE,Phage,Phage-mnt,Punta Espinoza,0,0
MGE,Phage,Phage-mnt,Rabida,0,0
MGE,Phage,Phage-mor,Cabo Douglas,0,0
MGE,Phage,Phage-mor,Punta Espinoza,1.54E-05,2.80E-05
MGE,Phage,Phage-mor,Rabida,6.98E-06,1.97E-05
MGE,Phage,Phage-motA,Cabo Douglas,5.11E-05,3.32E-05
MGE,Phage,Phage-motA,Punta Espinoza,2.43E-05,3.03E-05
MGE,Phage,Phage-motA,Rabida,1.56E-05,2.91E-05
MGE,Phage,Phage-Mup27,Cabo Douglas,0,0
MGE,Phage,Phage-Mup27,Punta Espinoza,2.00E-05,3.04E-05
MGE,Phage,Phage-Mup27,Rabida,0,0
MGE,Phage,Phage-Mup41,Cabo Douglas,0,0
MGE,Phage,Phage-Mup41,Punta Espinoza,9.12E-06,2.19E-05
MGE,Phage,Phage-Mup41,Rabida,0,0
MGE,Phage,Phage-Mup45,Cabo Douglas,0,0
MGE,Phage,Phage-Mup45,Punta Espinoza,6.28E-06,2.17E-05
MGE,Phage,Phage-Mup45,Rabida,0,0
MGE,Phage,Phage-Mup46,Cabo Douglas,0,0
MGE,Phage,Phage-Mup46,Punta Espinoza,3.55E-06,1.23E-05
MGE,Phage,Phage-Mup46,Rabida,1.61E-05,2.98E-05
MGE,Phage,Phage-N,Cabo Douglas,3.67E-05,3.93E-05
MGE,Phage,Phage-N,Punta Espinoza,4.37E-05,2.80E-05
MGE,Phage,Phage-N,Rabida,0,0
MGE,Phage,Phage-N_2,Cabo Douglas,0,0
MGE,Phage,Phage-N_2,Punta Espinoza,4.59E-06,1.59E-05
MGE,Phage,Phage-N_2,Rabida,0,0
MGE,Phage,Phage-N_7,Cabo Douglas,0,0
MGE,Phage,Phage-N_7,Punta Espinoza,4.53E-06,1.57E-05
MGE,Phage,Phage-N_7,Rabida,0,0
MGE,Phage,Phage-N5,Cabo Douglas,1.24E-05,2.92E-05
MGE,Phage,Phage-N5,Punta Espinoza,1.40E-05,2.58E-05
MGE,Phage,Phage-N5,Rabida,2.60E-05,3.60E-05
MGE,Phage,Phage-NA,Cabo Douglas,3.83E-05,3.51E-05
MGE,Phage,Phage-NA,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-NA,Rabida,5.68E-05,2.38E-05
MGE,Phage,Phage-NA:Keyword,Cabo Douglas,6.58E-05,1.44E-05
MGE,Phage,Phage-NA:Keyword,Punta Espinoza,5.87E-05,9.90E-06
MGE,Phage,Phage-NA:Keyword,Rabida,6.37E-05,7.26E-06
MGE,Phage,Phage-ner,Cabo Douglas,3.43E-05,3.79E-05
MGE,Phage,Phage-ner,Punta Espinoza,2.66E-05,3.33E-05
MGE,Phage,Phage-ner,Rabida,0,0
MGE,Phage,Phage-nfuA,Cabo Douglas,0,0
MGE,Phage,Phage-nfuA,Punta Espinoza,6.28E-06,2.17E-05
MGE,Phage,Phage-nfuA,Rabida,8.63E-06,2.44E-05
MGE,Phage,Phage-ninG,Cabo Douglas,1.04E-05,2.58E-05
MGE,Phage,Phage-ninG,Punta Espinoza,0,0
MGE,Phage,Phage-ninG,Rabida,8.51E-06,2.41E-05
