Label,id,Type,Superclass,Class,Gene
Candidatus Deianiraea,1270,Taxa,Candidatus Deianiraea,Candidatus Deianiraea,Candidatus Deianiraea
Candidatus Phycorickettsia,1271,Taxa,Candidatus Phycorickettsia,Candidatus Phycorickettsia,Candidatus Phycorickettsia
Alysiella,1272,Taxa,Alysiella,Alysiella,Alysiella
Ectothiorhodospira,1273,Taxa,Ectothiorhodospira,Ectothiorhodospira,Ectothiorhodospira
Paludisphaera,1274,Taxa,Paludisphaera,Paludisphaera,Paludisphaera
Marinovum,1275,Taxa,Marinovum,Marinovum,Marinovum
Euzebya,1276,Taxa,Euzebya,Euzebya,Euzebya
Natrinema,1277,Taxa,Natrinema,Natrinema,Natrinema
Modestobacter,1278,Taxa,Modestobacter,Modestobacter,Modestobacter
Raineyella,1279,Taxa,Raineyella,Raineyella,Raineyella
Parasaccharibacter,1280,Taxa,Parasaccharibacter,Parasaccharibacter,Parasaccharibacter
Chloroherpeton,1281,Taxa,Chloroherpeton,Chloroherpeton,Chloroherpeton
Methylococcus,1282,Taxa,Methylococcus,Methylococcus,Methylococcus
Permianibacter,1283,Taxa,Permianibacter,Permianibacter,Permianibacter
Pseudovibrio,1284,Taxa,Pseudovibrio,Pseudovibrio,Pseudovibrio
Candidatus Promineofilum,1285,Taxa,Candidatus Promineofilum,Candidatus Promineofilum,Candidatus Promineofilum
Conchiformibius,1286,Taxa,Conchiformibius,Conchiformibius,Conchiformibius
Chitinolyticbacter,1287,Taxa,Chitinolyticbacter,Chitinolyticbacter,Chitinolyticbacter
Filomicrobium,1288,Taxa,Filomicrobium,Filomicrobium,Filomicrobium
Halotalea,1289,Taxa,Halotalea,Halotalea,Halotalea
Sulfurifustis,1290,Taxa,Sulfurifustis,Sulfurifustis,Sulfurifustis
Pseudogulbenkiania,1291,Taxa,Pseudogulbenkiania,Pseudogulbenkiania,Pseudogulbenkiania
Acetilactobacillus,1292,Taxa,Acetilactobacillus,Acetilactobacillus,Acetilactobacillus
Betabaculovirus,1293,Taxa,Betabaculovirus,Betabaculovirus,Betabaculovirus
Epidermidibacterium,1294,Taxa,Epidermidibacterium,Epidermidibacterium,Epidermidibacterium
Pseudactinotalea,1295,Taxa,Pseudactinotalea,Pseudactinotalea,Pseudactinotalea
Nibribacter,1296,Taxa,Nibribacter,Nibribacter,Nibribacter
Cyanothece,1297,Taxa,Cyanothece,Cyanothece,Cyanothece
Marinobacterium,1298,Taxa,Marinobacterium,Marinobacterium,Marinobacterium
Actinobaculum,1299,Taxa,Actinobaculum,Actinobaculum,Actinobaculum
Chondromyces,1300,Taxa,Chondromyces,Chondromyces,Chondromyces
Thioclava,1301,Taxa,Thioclava,Thioclava,Thioclava
Casimicrobium,1302,Taxa,Casimicrobium,Casimicrobium,Casimicrobium
Maritalea,1303,Taxa,Maritalea,Maritalea,Maritalea
Thermanaerovibrio,1304,Taxa,Thermanaerovibrio,Thermanaerovibrio,Thermanaerovibrio
Grimontia,1305,Taxa,Grimontia,Grimontia,Grimontia
Marivivens,1306,Taxa,Marivivens,Marivivens,Marivivens
Desulfurispirillum,1307,Taxa,Desulfurispirillum,Desulfurispirillum,Desulfurispirillum
Sinimarinibacterium,1308,Taxa,Sinimarinibacterium,Sinimarinibacterium,Sinimarinibacterium
Frondihabitans,1309,Taxa,Frondihabitans,Frondihabitans,Frondihabitans
Roseibacterium,1310,Taxa,Roseibacterium,Roseibacterium,Roseibacterium
Litoreibacter,1311,Taxa,Litoreibacter,Litoreibacter,Litoreibacter
Methanocorpusculum,1312,Taxa,Methanocorpusculum,Methanocorpusculum,Methanocorpusculum
Candidatus Gullanella,1313,Taxa,Candidatus Gullanella,Candidatus Gullanella,Candidatus Gullanella
Oxynema,1314,Taxa,Oxynema,Oxynema,Oxynema
Phycisphaera,1315,Taxa,Phycisphaera,Phycisphaera,Phycisphaera
Solimonas,1316,Taxa,Solimonas,Solimonas,Solimonas
Caldilinea,1317,Taxa,Caldilinea,Caldilinea,Caldilinea
Methylovorus,1318,Taxa,Methylovorus,Methylovorus,Methylovorus
Egicoccus,1319,Taxa,Egicoccus,Egicoccus,Egicoccus
Marmoricola,1320,Taxa,Marmoricola,Marmoricola,Marmoricola
Halopenitus,1321,Taxa,Halopenitus,Halopenitus,Halopenitus
Magnetospira,1322,Taxa,Magnetospira,Magnetospira,Magnetospira
Sulfuricurvum,1323,Taxa,Sulfuricurvum,Sulfuricurvum,Sulfuricurvum
Kineobactrum,1324,Taxa,Kineobactrum,Kineobactrum,Kineobactrum
Haloferax,1325,Taxa,Haloferax,Haloferax,Haloferax
Salaquimonas,1326,Taxa,Salaquimonas,Salaquimonas,Salaquimonas
Salinicola,1327,Taxa,Salinicola,Salinicola,Salinicola
Paenalcaligenes,1328,Taxa,Paenalcaligenes,Paenalcaligenes,Paenalcaligenes
Candidatus Saccharimonas,1329,Taxa,Candidatus Saccharimonas,Candidatus Saccharimonas,Candidatus Saccharimonas
Stygiolobus,1330,Taxa,Stygiolobus,Stygiolobus,Stygiolobus
Vulcanisaeta,1331,Taxa,Vulcanisaeta,Vulcanisaeta,Vulcanisaeta
Baekduia,1332,Taxa,Baekduia,Baekduia,Baekduia
Crateriforma,1333,Taxa,Crateriforma,Crateriforma,Crateriforma
Halorhodospira,1334,Taxa,Halorhodospira,Halorhodospira,Halorhodospira
Melittangium,1335,Taxa,Melittangium,Melittangium,Melittangium
Sterolibacterium,1336,Taxa,Sterolibacterium,Sterolibacterium,Sterolibacterium
Fervidicoccus,1337,Taxa,Fervidicoccus,Fervidicoccus,Fervidicoccus
Geodermatophilus,1338,Taxa,Geodermatophilus,Geodermatophilus,Geodermatophilus
Pseudolysobacter,1339,Taxa,Pseudolysobacter,Pseudolysobacter,Pseudolysobacter
Vogesella,1340,Taxa,Vogesella,Vogesella,Vogesella
Bythopirellula,1341,Taxa,Bythopirellula,Bythopirellula,Bythopirellula
Methanospirillum,1342,Taxa,Methanospirillum,Methanospirillum,Methanospirillum
Candidatus Aquiluna,1343,Taxa,Candidatus Aquiluna,Candidatus Aquiluna,Candidatus Aquiluna
Turneriella,1344,Taxa,Turneriella,Turneriella,Turneriella
Allokutzneria,1345,Taxa,Allokutzneria,Allokutzneria,Allokutzneria
Luteimicrobium,1346,Taxa,Luteimicrobium,Luteimicrobium,Luteimicrobium
Streptomonospora,1347,Taxa,Streptomonospora,Streptomonospora,Streptomonospora
Acidiferrobacter,1348,Taxa,Acidiferrobacter,Acidiferrobacter,Acidiferrobacter
Ferriphaselus,1349,Taxa,Ferriphaselus,Ferriphaselus,Ferriphaselus
Sulfuritalea,1350,Taxa,Sulfuritalea,Sulfuritalea,Sulfuritalea
Isosphaera,1351,Taxa,Isosphaera,Isosphaera,Isosphaera
Thermoplasma,1352,Taxa,Thermoplasma,Thermoplasma,Thermoplasma
Aeropyrum,1353,Taxa,Aeropyrum,Aeropyrum,Aeropyrum
Xylanimicrobium,1354,Taxa,Xylanimicrobium,Xylanimicrobium,Xylanimicrobium
Phytobacter,1355,Taxa,Phytobacter,Phytobacter,Phytobacter
Actinopolyspora,1356,Taxa,Actinopolyspora,Actinopolyspora,Actinopolyspora
Marisediminicola,1357,Taxa,Marisediminicola,Marisediminicola,Marisediminicola
Brevefilum,1358,Taxa,Brevefilum,Brevefilum,Brevefilum
Sulfuritortus,1359,Taxa,Sulfuritortus,Sulfuritortus,Sulfuritortus
Thermogutta,1360,Taxa,Thermogutta,Thermogutta,Thermogutta
Methanomethylovorans,1361,Taxa,Methanomethylovorans,Methanomethylovorans,Methanomethylovorans
Firehammervirus,1362,Taxa,Firehammervirus,Firehammervirus,Firehammervirus
Methanosalsum,1363,Taxa,Methanosalsum,Methanosalsum,Methanosalsum
Glycocaulis,1364,Taxa,Glycocaulis,Glycocaulis,Glycocaulis
Immundisolibacter,1365,Taxa,Immundisolibacter,Immundisolibacter,Immundisolibacter
Ketobacter,1366,Taxa,Ketobacter,Ketobacter,Ketobacter
Dermatophilus,1367,Taxa,Dermatophilus,Dermatophilus,Dermatophilus
Candidatus Mikella,1368,Taxa,Candidatus Mikella,Candidatus Mikella,Candidatus Mikella
Jannaschia,1369,Taxa,Jannaschia,Jannaschia,Jannaschia
Chania,1370,Taxa,Chania,Chania,Chania
Ephemeroptericola,1371,Taxa,Ephemeroptericola,Ephemeroptericola,Ephemeroptericola
Diaminobutyricimonas,1372,Taxa,Diaminobutyricimonas,Diaminobutyricimonas,Diaminobutyricimonas
Haloarcula,1373,Taxa,Haloarcula,Haloarcula,Haloarcula
Bremerella,1374,Taxa,Bremerella,Bremerella,Bremerella
Candidatus Koribacter,1375,Taxa,Candidatus Koribacter,Candidatus Koribacter,Candidatus Koribacter
Planktomarina,1376,Taxa,Planktomarina,Planktomarina,Planktomarina
Scandinavium,1377,Taxa,Scandinavium,Scandinavium,Scandinavium
Saprospira,1378,Taxa,Saprospira,Saprospira,Saprospira
Halarchaeum,1379,Taxa,Halarchaeum,Halarchaeum,Halarchaeum
Gynuella,1380,Taxa,Gynuella,Gynuella,Gynuella
Wenzhouxiangella,1381,Taxa,Wenzhouxiangella,Wenzhouxiangella,Wenzhouxiangella
Bradymonas,1382,Taxa,Bradymonas,Bradymonas,Bradymonas
Pyrobaculum,1383,Taxa,Pyrobaculum,Pyrobaculum,Pyrobaculum
Halorussus,1384,Taxa,Halorussus,Halorussus,Halorussus
Mimasvirus,1385,Taxa,Mimasvirus,Mimasvirus,Mimasvirus
Picrophilus,1386,Taxa,Picrophilus,Picrophilus,Picrophilus
Thermobifida,1387,Taxa,Thermobifida,Thermobifida,Thermobifida
Leminorella,1388,Taxa,Leminorella,Leminorella,Leminorella
Candidatus Symbiobacter,1389,Taxa,Candidatus Symbiobacter,Candidatus Symbiobacter,Candidatus Symbiobacter
Limnobacter,1390,Taxa,Limnobacter,Limnobacter,Limnobacter
Deefgea,1391,Taxa,Deefgea,Deefgea,Deefgea
Kutzneria,1392,Taxa,Kutzneria,Kutzneria,Kutzneria
Methyloversatilis,1393,Taxa,Methyloversatilis,Methyloversatilis,Methyloversatilis
Thermosulfurimonas,1394,Taxa,Thermosulfurimonas,Thermosulfurimonas,Thermosulfurimonas
Hoyosella,1395,Taxa,Hoyosella,Hoyosella,Hoyosella
Ferroglobus,1396,Taxa,Ferroglobus,Ferroglobus,Ferroglobus
Pimelobacter,1397,Taxa,Pimelobacter,Pimelobacter,Pimelobacter
Methanolacinia,1398,Taxa,Methanolacinia,Methanolacinia,Methanolacinia
Acidisarcina,1399,Taxa,Acidisarcina,Acidisarcina,Acidisarcina
Candidatus Sneabacter,1400,Taxa,Candidatus Sneabacter,Candidatus Sneabacter,Candidatus Sneabacter
Marichromatium,1401,Taxa,Marichromatium,Marichromatium,Marichromatium
Methanoplanus,1402,Taxa,Methanoplanus,Methanoplanus,Methanoplanus
Novosphingopyxis,1403,Taxa,Novosphingopyxis,Novosphingopyxis,Novosphingopyxis
Candidatus Reidiella,1404,Taxa,Candidatus Reidiella,Candidatus Reidiella,Candidatus Reidiella
Zobellella,1405,Taxa,Zobellella,Zobellella,Zobellella
Efquatrovirus,1406,Taxa,Efquatrovirus,Efquatrovirus,Efquatrovirus
Arenimonas,1407,Taxa,Arenimonas,Arenimonas,Arenimonas
Jiaodavirus,1408,Taxa,Jiaodavirus,Jiaodavirus,Jiaodavirus
Auraticoccus,1409,Taxa,Auraticoccus,Auraticoccus,Auraticoccus
Beutenbergia,1410,Taxa,Beutenbergia,Beutenbergia,Beutenbergia
Cafeteriavirus,1411,Taxa,Cafeteriavirus,Cafeteriavirus,Cafeteriavirus
Pelagibaca,1412,Taxa,Pelagibaca,Pelagibaca,Pelagibaca
Salinisphaera,1413,Taxa,Salinisphaera,Salinisphaera,Salinisphaera
Coriobacterium,1414,Taxa,Coriobacterium,Coriobacterium,Coriobacterium
Limnochorda,1415,Taxa,Limnochorda,Limnochorda,Limnochorda
Pyrodictium,1416,Taxa,Pyrodictium,Pyrodictium,Pyrodictium
Prymnesiovirus,1417,Taxa,Prymnesiovirus,Prymnesiovirus,Prymnesiovirus
Thermofilum,1418,Taxa,Thermofilum,Thermofilum,Thermofilum
Candidatus Halobonum,1419,Taxa,Candidatus Halobonum,Candidatus Halobonum,Candidatus Halobonum
Candidatus Methanomethylophilus,1420,Taxa,Candidatus Methanomethylophilus,Candidatus Methanomethylophilus,Candidatus Methanomethylophilus
Halobacterium,1421,Taxa,Halobacterium,Halobacterium,Halobacterium
Ilumatobacter,1422,Taxa,Ilumatobacter,Ilumatobacter,Ilumatobacter
Pontimonas,1423,Taxa,Pontimonas,Pontimonas,Pontimonas
Prasinovirus,1424,Taxa,Prasinovirus,Prasinovirus,Prasinovirus
Actinopolymorpha,1425,Taxa,Actinopolymorpha,Actinopolymorpha,Actinopolymorpha
Chthonomonas,1426,Taxa,Chthonomonas,Chthonomonas,Chthonomonas
Reinekea,1427,Taxa,Reinekea,Reinekea,Reinekea
Rouxiella,1428,Taxa,Rouxiella,Rouxiella,Rouxiella
Oryzomicrobium,1429,Taxa,Oryzomicrobium,Oryzomicrobium,Oryzomicrobium
Alloactinosynnema,1430,Taxa,Alloactinosynnema,Alloactinosynnema,Alloactinosynnema
Aquaspirillum,1431,Taxa,Aquaspirillum,Aquaspirillum,Aquaspirillum
Candidatus Puniceispirillum,1432,Taxa,Candidatus Puniceispirillum,Candidatus Puniceispirillum,Candidatus Puniceispirillum
Indioceanicola,1433,Taxa,Indioceanicola,Indioceanicola,Indioceanicola
Oceanimonas,1434,Taxa,Oceanimonas,Oceanimonas,Oceanimonas
Rhodopirellula,1435,Taxa,Rhodopirellula,Rhodopirellula,Rhodopirellula
Sideroxydans,1436,Taxa,Sideroxydans,Sideroxydans,Sideroxydans
Thermobispora,1437,Taxa,Thermobispora,Thermobispora,Thermobispora
Stackebrandtia,1438,Taxa,Stackebrandtia,Stackebrandtia,Stackebrandtia
Gibbsiella,1439,Taxa,Gibbsiella,Gibbsiella,Gibbsiella
Sciuriunavirus,1440,Taxa,Sciuriunavirus,Sciuriunavirus,Sciuriunavirus
Candidatus Doolittlea,1441,Taxa,Candidatus Doolittlea,Candidatus Doolittlea,Candidatus Doolittlea
Halopiger,1442,Taxa,Halopiger,Halopiger,Halopiger
Candidatus Hoaglandella,1443,Taxa,Candidatus Hoaglandella,Candidatus Hoaglandella,Candidatus Hoaglandella
Pyrolobus,1444,Taxa,Pyrolobus,Pyrolobus,Pyrolobus
Edaphobacter,1445,Taxa,Edaphobacter,Edaphobacter,Edaphobacter
Salarchaeum,1446,Taxa,Salarchaeum,Salarchaeum,Salarchaeum
Bacterioplanes,1447,Taxa,Bacterioplanes,Bacterioplanes,Bacterioplanes
Methanothrix,1448,Taxa,Methanothrix,Methanothrix,Methanothrix
Saccharospirillum,1449,Taxa,Saccharospirillum,Saccharospirillum,Saccharospirillum
Azospira,1450,Taxa,Azospira,Azospira,Azospira
Thermomonospora,1451,Taxa,Thermomonospora,Thermomonospora,Thermomonospora
Halosimplex,1452,Taxa,Halosimplex,Halosimplex,Halosimplex
Shimwellia,1453,Taxa,Shimwellia,Shimwellia,Shimwellia
Vulgatibacter,1454,Taxa,Vulgatibacter,Vulgatibacter,Vulgatibacter
Shalavirus,1455,Taxa,Shalavirus,Shalavirus,Shalavirus
Candidatus Nasuia,1456,Taxa,Candidatus Nasuia,Candidatus Nasuia,Candidatus Nasuia
Austwickia,1457,Taxa,Austwickia,Austwickia,Austwickia
Alphaentomopoxvirus,1458,Taxa,Alphaentomopoxvirus,Alphaentomopoxvirus,Alphaentomopoxvirus
Thalassococcus,1459,Taxa,Thalassococcus,Thalassococcus,Thalassococcus
Halogeometricum,1460,Taxa,Halogeometricum,Halogeometricum,Halogeometricum
Pseudorhodobacter,1461,Taxa,Pseudorhodobacter,Pseudorhodobacter,Pseudorhodobacter
Vampirococcus,1462,Taxa,Vampirococcus,Vampirococcus,Vampirococcus
Methanosphaerula,1463,Taxa,Methanosphaerula,Methanosphaerula,Methanosphaerula
Oligella,1464,Taxa,Oligella,Oligella,Oligella
Rubinisphaera,1465,Taxa,Rubinisphaera,Rubinisphaera,Rubinisphaera
Thalassobius,1466,Taxa,Thalassobius,Thalassobius,Thalassobius
Betatorquevirus,1467,Taxa,Betatorquevirus,Betatorquevirus,Betatorquevirus
Aquifex,1468,Taxa,Aquifex,Aquifex,Aquifex
Thermovibrio,1469,Taxa,Thermovibrio,Thermovibrio,Thermovibrio
Hydrocarboniclastica,1470,Taxa,Hydrocarboniclastica,Hydrocarboniclastica,Hydrocarboniclastica
Thermomicrobium,1471,Taxa,Thermomicrobium,Thermomicrobium,Thermomicrobium
Sulfuracidifex,1472,Taxa,Sulfuracidifex,Sulfuracidifex,Sulfuracidifex
Pleurotus,1473,Taxa,Pleurotus,Pleurotus,Pleurotus
Sphingosinithalassobacter,1474,Taxa,Sphingosinithalassobacter,Sphingosinithalassobacter,Sphingosinithalassobacter
Steroidobacter,1475,Taxa,Steroidobacter,Steroidobacter,Steroidobacter
Halorhabdus,1476,Taxa,Halorhabdus,Halorhabdus,Halorhabdus
Candidatus Nitrotoga,1477,Taxa,Candidatus Nitrotoga,Candidatus Nitrotoga,Candidatus Nitrotoga
Thermochromatium,1478,Taxa,Thermochromatium,Thermochromatium,Thermochromatium
Waddlia,1479,Taxa,Waddlia,Waddlia,Waddlia
Miniimonas,1480,Taxa,Miniimonas,Miniimonas,Miniimonas
Saliniradius,1481,Taxa,Saliniradius,Saliniradius,Saliniradius
Parascardovia,1482,Taxa,Parascardovia,Parascardovia,Parascardovia
Pseudohalocynthiibacter,1483,Taxa,Pseudohalocynthiibacter,Pseudohalocynthiibacter,Pseudohalocynthiibacter
Rickettsiella,1484,Taxa,Rickettsiella,Rickettsiella,Rickettsiella
Ahniella,1485,Taxa,Ahniella,Ahniella,Ahniella
Haloplanus,1486,Taxa,Haloplanus,Haloplanus,Haloplanus
Sextaecvirus,1487,Taxa,Sextaecvirus,Sextaecvirus,Sextaecvirus
Geoglobus,1488,Taxa,Geoglobus,Geoglobus,Geoglobus
Sulfuricella,1489,Taxa,Sulfuricella,Sulfuricella,Sulfuricella
Alphavirus,1490,Taxa,Alphavirus,Alphavirus,Alphavirus
Halobellus,1491,Taxa,Halobellus,Halobellus,Halobellus
Harbinvirus,1492,Taxa,Harbinvirus,Harbinvirus,Harbinvirus
Egibacter,1493,Taxa,Egibacter,Egibacter,Egibacter
Candidatus Chazhemtobacterium,1494,Taxa,Candidatus Chazhemtobacterium,Candidatus Chazhemtobacterium,Candidatus Chazhemtobacterium
Chloroflexus,1495,Taxa,Chloroflexus,Chloroflexus,Chloroflexus
Thermoproteus,1496,Taxa,Thermoproteus,Thermoproteus,Thermoproteus
Acidothermus,1497,Taxa,Acidothermus,Acidothermus,Acidothermus
Jatrophihabitans,1498,Taxa,Jatrophihabitans,Jatrophihabitans,Jatrophihabitans
Salinigranum,1499,Taxa,Salinigranum,Salinigranum,Salinigranum
Neoasaia,1500,Taxa,Neoasaia,Neoasaia,Neoasaia
Alphamononivirus,1501,Taxa,Alphamononivirus,Alphamononivirus,Alphamononivirus
Lysinimonas,1502,Taxa,Lysinimonas,Lysinimonas,Lysinimonas
Roseolovirus,1503,Taxa,Roseolovirus,Roseolovirus,Roseolovirus
Parvularcula,1504,Taxa,Parvularcula,Parvularcula,Parvularcula
Methanolobus,1505,Taxa,Methanolobus,Methanolobus,Methanolobus
Cervidpoxvirus,1506,Taxa,Cervidpoxvirus,Cervidpoxvirus,Cervidpoxvirus
Raphidovirus,1507,Taxa,Raphidovirus,Raphidovirus,Raphidovirus
Candidatus Xiphinematobacter,1508,Taxa,Candidatus Xiphinematobacter,Candidatus Xiphinematobacter,Candidatus Xiphinematobacter
Alcyoneusvirus,1509,Taxa,Alcyoneusvirus,Alcyoneusvirus,Alcyoneusvirus
Jonesia,1510,Taxa,Jonesia,Jonesia,Jonesia
Segniliparus,1511,Taxa,Segniliparus,Segniliparus,Segniliparus
Spongiibacter,1512,Taxa,Spongiibacter,Spongiibacter,Spongiibacter
Begomovirus,1513,Taxa,Begomovirus,Begomovirus,Begomovirus
Yatapoxvirus,1514,Taxa,Yatapoxvirus,Yatapoxvirus,Yatapoxvirus
Silicimonas,1515,Taxa,Silicimonas,Silicimonas,Silicimonas
Candidatus Methanoplasma,1516,Taxa,Candidatus Methanoplasma,Candidatus Methanoplasma,Candidatus Methanoplasma
Halalkalicoccus,1517,Taxa,Halalkalicoccus,Halalkalicoccus,Halalkalicoccus
Fromanvirus,1518,Taxa,Fromanvirus,Fromanvirus,Fromanvirus
Chlorovirus,1519,Taxa,Chlorovirus,Chlorovirus,Chlorovirus
Methanofollis,1520,Taxa,Methanofollis,Methanofollis,Methanofollis
Tateyamaria,1521,Taxa,Tateyamaria,Tateyamaria,Tateyamaria
Allochromatium,1522,Taxa,Allochromatium,Allochromatium,Allochromatium
Moonvirus,1523,Taxa,Moonvirus,Moonvirus,Moonvirus
Mycetohabitans,1524,Taxa,Mycetohabitans,Mycetohabitans,Mycetohabitans
Hydrogenophilus,1525,Taxa,Hydrogenophilus,Hydrogenophilus,Hydrogenophilus
Desulfurococcus,1526,Taxa,Desulfurococcus,Desulfurococcus,Desulfurococcus
Candidatus Korarchaeum,1527,Taxa,Candidatus Korarchaeum,Candidatus Korarchaeum,Candidatus Korarchaeum
Methanopyrus,1528,Taxa,Methanopyrus,Methanopyrus,Methanopyrus
Halostella,1529,Taxa,Halostella,Halostella,Halostella
Pithovirus,1530,Taxa,Pithovirus,Pithovirus,Pithovirus
Bracovirus,1531,Taxa,Bracovirus,Bracovirus,Bracovirus
Amdoparvovirus,1532,Taxa,Amdoparvovirus,Amdoparvovirus,Amdoparvovirus
Macavirus,1533,Taxa,Macavirus,Macavirus,Macavirus
Natronorubrum,1534,Taxa,Natronorubrum,Natronorubrum,Natronorubrum
Natrialba,1535,Taxa,Natrialba,Natrialba,Natrialba
Leporipoxvirus,1536,Taxa,Leporipoxvirus,Leporipoxvirus,Leporipoxvirus
Halorientalis,1537,Taxa,Halorientalis,Halorientalis,Halorientalis
Caeruleovirus,1538,Taxa,Caeruleovirus,Caeruleovirus,Caeruleovirus
Caldivirga,1539,Taxa,Caldivirga,Caldivirga,Caldivirga
Moniliophthora,1540,Taxa,Moniliophthora,Moniliophthora,Moniliophthora
Methanoregula,1541,Taxa,Methanoregula,Methanoregula,Methanoregula
Litoricola,1542,Taxa,Litoricola,Litoricola,Litoricola
Mammarenavirus,1543,Taxa,Mammarenavirus,Mammarenavirus,Mammarenavirus
Candidatus Mancarchaeum,1544,Taxa,Candidatus Mancarchaeum,Candidatus Mancarchaeum,Candidatus Mancarchaeum
Benyvirus,1545,Taxa,Benyvirus,Benyvirus,Benyvirus
Haloterrigena,1546,Taxa,Haloterrigena,Haloterrigena,Haloterrigena
Iflavirus,1547,Taxa,Iflavirus,Iflavirus,Iflavirus
Siadenovirus,1548,Taxa,Siadenovirus,Siadenovirus,Siadenovirus
Sulfodiicoccus,1549,Taxa,Sulfodiicoccus,Sulfodiicoccus,Sulfodiicoccus
Marinithermus,1550,Taxa,Marinithermus,Marinithermus,Marinithermus
Boseongicola,1551,Taxa,Boseongicola,Boseongicola,Boseongicola
Novosibovirus,1552,Taxa,Novosibovirus,Novosibovirus,Novosibovirus
Oceanicola,1553,Taxa,Oceanicola,Oceanicola,Oceanicola
Negevirus,1554,Taxa,Negevirus,Negevirus,Negevirus
Sadwavirus,1555,Taxa,Sadwavirus,Sadwavirus,Sadwavirus
Iridovirus,1556,Taxa,Iridovirus,Iridovirus,Iridovirus
Chloriridovirus,1557,Taxa,Chloriridovirus,Chloriridovirus,Chloriridovirus
Mitovirus,1558,Taxa,Mitovirus,Mitovirus,Mitovirus
Phlebovirus,1559,Taxa,Phlebovirus,Phlebovirus,Phlebovirus
Natronobacterium,1560,Taxa,Natronobacterium,Natronobacterium,Natronobacterium
Salinarchaeum,1561,Taxa,Salinarchaeum,Salinarchaeum,Salinarchaeum
Asfivirus,1562,Taxa,Asfivirus,Asfivirus,Asfivirus
Pelagivirus,1563,Taxa,Pelagivirus,Pelagivirus,Pelagivirus
Coccolithovirus,1564,Taxa,Coccolithovirus,Coccolithovirus,Coccolithovirus
Polybotosvirus,1565,Taxa,Polybotosvirus,Polybotosvirus,Polybotosvirus
Ascovirus,1566,Taxa,Ascovirus,Ascovirus,Ascovirus
Bequatrovirus,1567,Taxa,Bequatrovirus,Bequatrovirus,Bequatrovirus
Alphafusellovirus,1568,Taxa,Alphafusellovirus,Alphafusellovirus,Alphafusellovirus
Lymphocystivirus,1569,Taxa,Lymphocystivirus,Lymphocystivirus,Lymphocystivirus
Halobiforma,1570,Taxa,Halobiforma,Halobiforma,Halobiforma
Marthavirus,1571,Taxa,Marthavirus,Marthavirus,Marthavirus
Epseptimavirus,1572,Taxa,Epseptimavirus,Epseptimavirus,Epseptimavirus
Asaia,1573,Taxa,Asaia,Asaia,Asaia
Ripduovirus,1574,Taxa,Ripduovirus,Ripduovirus,Ripduovirus
Certrevirus,1575,Taxa,Certrevirus,Certrevirus,Certrevirus
Dhakavirus,1576,Taxa,Dhakavirus,Dhakavirus,Dhakavirus
Palaemonvirus,1577,Taxa,Palaemonvirus,Palaemonvirus,Palaemonvirus
Tequintavirus,1578,Taxa,Tequintavirus,Tequintavirus,Tequintavirus
Betanudivirus,1579,Taxa,Betanudivirus,Betanudivirus,Betanudivirus
Vulnificusvirus,1580,Taxa,Vulnificusvirus,Vulnificusvirus,Vulnificusvirus
Pseudescherichia,1581,Taxa,Pseudescherichia,Pseudescherichia,Pseudescherichia
Cytomegalovirus,1582,Taxa,Cytomegalovirus,Cytomegalovirus,Cytomegalovirus
Acidilobus,1583,Taxa,Acidilobus,Acidilobus,Acidilobus
Marseillevirus,1584,Taxa,Marseillevirus,Marseillevirus,Marseillevirus
Spiromicrovirus,1585,Taxa,Spiromicrovirus,Spiromicrovirus,Spiromicrovirus
Deltaentomopoxvirus,1586,Taxa,Deltaentomopoxvirus,Deltaentomopoxvirus,Deltaentomopoxvirus
Tropheryma,1587,Taxa,Tropheryma,Tropheryma,Tropheryma
Asteriusvirus,1588,Taxa,Asteriusvirus,Asteriusvirus,Asteriusvirus
Incheonvrus,1589,Taxa,Incheonvrus,Incheonvrus,Incheonvrus
Badnavirus,1590,Taxa,Badnavirus,Badnavirus,Badnavirus
Halodesulfurarchaeum,1591,Taxa,Halodesulfurarchaeum,Halodesulfurarchaeum,Halodesulfurarchaeum
Closterovirus,1592,Taxa,Closterovirus,Closterovirus,Closterovirus
Negarvirus,1593,Taxa,Negarvirus,Negarvirus,Negarvirus
Microscilla,1594,Taxa,Microscilla,Microscilla,Microscilla
Rhadinovirus,1595,Taxa,Rhadinovirus,Rhadinovirus,Rhadinovirus
Sepunavirus,1596,Taxa,Sepunavirus,Sepunavirus,Sepunavirus
Acionnavirus,1597,Taxa,Acionnavirus,Acionnavirus,Acionnavirus
Rotavirus,1598,Taxa,Rotavirus,Rotavirus,Rotavirus
Phikzvirus,1599,Taxa,Phikzvirus,Phikzvirus,Phikzvirus
Piscihepevirus,1600,Taxa,Piscihepevirus,Piscihepevirus,Piscihepevirus
Salinibaculum,1601,Taxa,Salinibaculum,Salinibaculum,Salinibaculum
Ichnovirus,1602,Taxa,Ichnovirus,Ichnovirus,Ichnovirus
Orthobunyavirus,1603,Taxa,Orthobunyavirus,Orthobunyavirus,Orthobunyavirus
Halovivax,1604,Taxa,Halovivax,Halovivax,Halovivax
AAC(6')-I,1605,ARG,aminoglycoside,aminoglycoside,AAC(6')-I
acpXL,1606,Virulence,Immune modulation,Immune modulation,acpXL
